series,country_name,date,value
subyacente,Europa Central y del Báltico,1991,118.527578905985
subyacente,Europa Central y del Báltico,1992,150.615831956876
subyacente,Europa Central y del Báltico,1993,72.8787913866333
subyacente,Europa Central y del Báltico,1994,35.9247053929643
subyacente,Europa Central y del Báltico,1995,27.951388563304
subyacente,Europa Central y del Báltico,1996,19.7949669196707
subyacente,Europa Central y del Báltico,1997,8.88104848465888
subyacente,Europa Central y del Báltico,1998,8.20833333333299
subyacente,Europa Central y del Báltico,1999,4.01913875598084
subyacente,Europa Central y del Báltico,2000,8.91174418658764
subyacente,Europa Central y del Báltico,2001,5.74827981651377
subyacente,Europa Central y del Báltico,2002,3.12714222984604
subyacente,Europa Central y del Báltico,2003,2.34864169582755
subyacente,Europa Central y del Báltico,2004,3.59297594249513
subyacente,Europa Central y del Báltico,2005,3.31717824448043
subyacente,Europa Central y del Báltico,2006,3.93032603841
subyacente,Europa Central y del Báltico,2007,4.83732928313989
subyacente,Europa Central y del Báltico,2008,6.35866380152374
subyacente,Europa Central y del Báltico,2009,2.75320223914816
subyacente,Europa Central y del Báltico,2010,1.80117022137136
subyacente,Europa Central y del Báltico,2011,4.13027562645087
subyacente,Europa Central y del Báltico,2012,3.33492267693443
subyacente,Europa Central y del Báltico,2013,1.43829787234043
subyacente,Europa Central y del Báltico,2014,0.0538213132400467
subyacente,Europa Central y del Báltico,2015,-0.464499004645002
subyacente,Europa Central y del Báltico,2016,-0.0549995416704911
subyacente,Europa Central y del Báltico,2017,2.07593553673862
subyacente,Europa Central y del Báltico,2018,2.53445424186602
subyacente,Europa Central y del Báltico,2019,2.66456133425443
subyacente,Europa Central y del Báltico,2020,1.80469111774991
subyacente,inicial del dividendo demográfico,1960,
subyacente,inicial del dividendo demográfico,1961,
subyacente,inicial del dividendo demográfico,1962,
subyacente,inicial del dividendo demográfico,1963,
subyacente,inicial del dividendo demográfico,1964,
subyacente,inicial del dividendo demográfico,1965,
subyacente,inicial del dividendo demográfico,1966,4.47981069723112
subyacente,inicial del dividendo demográfico,1967,1.97774154682664
subyacente,inicial del dividendo demográfico,1968,2.07922185813622
subyacente,inicial del dividendo demográfico,1969,2.97513924739648
subyacente,inicial del dividendo demográfico,1970,3.81266490766791
subyacente,inicial del dividendo demográfico,1971,4.19529837265424
subyacente,inicial del dividendo demográfico,1972,6.07499999951511
subyacente,inicial del dividendo demográfico,1973,12.0819394612939
subyacente,inicial del dividendo demográfico,1974,19.0704733006475
subyacente,inicial del dividendo demográfico,1975,12.879181833834
subyacente,inicial del dividendo demográfico,1976,10.1934769590104
subyacente,inicial del dividendo demográfico,1977,12.1569315041025
subyacente,inicial del dividendo demográfico,1978,9.31418369560826
subyacente,inicial del dividendo demográfico,1979,11.5424155726988
subyacente,inicial del dividendo demográfico,1980,14.6845027763768
subyacente,inicial del dividendo demográfico,1981,12.6939794211086
subyacente,inicial del dividendo demográfico,1982,10.2402679966588
subyacente,inicial del dividendo demográfico,1983,10.3604035815891
subyacente,inicial del dividendo demográfico,1984,8.57746904251907
subyacente,inicial del dividendo demográfico,1985,9.56822107081142
subyacente,inicial del dividendo demográfico,1986,10.4379579935207
subyacente,inicial del dividendo demográfico,1987,9.80193387398674
subyacente,inicial del dividendo demográfico,1988,9.18323762197161
subyacente,inicial del dividendo demográfico,1989,9.30436125843164
subyacente,inicial del dividendo demográfico,1990,12.1773522064946
subyacente,inicial del dividendo demográfico,1991,15.1924564088855
subyacente,inicial del dividendo demográfico,1992,10.6393021897439
subyacente,inicial del dividendo demográfico,1993,10.3611557383321
subyacente,inicial del dividendo demográfico,1994,10.2479355556119
subyacente,inicial del dividendo demográfico,1995,10.0259149027128
subyacente,inicial del dividendo demográfico,1996,8.78965922444188
subyacente,inicial del dividendo demográfico,1997,7.08700591205703
subyacente,inicial del dividendo demográfico,1998,6.61346070518057
subyacente,inicial del dividendo demográfico,1999,5.18148779927583
subyacente,inicial del dividendo demográfico,2000,3.93832741766998
subyacente,inicial del dividendo demográfico,2001,3.76505684853831
subyacente,inicial del dividendo demográfico,2002,4.2379122191717
subyacente,inicial del dividendo demográfico,2003,5.6034767543447
subyacente,inicial del dividendo demográfico,2004,4.43314136719838
subyacente,inicial del dividendo demográfico,2005,4.86939696871988
subyacente,inicial del dividendo demográfico,2006,5.79652337561635
subyacente,inicial del dividendo demográfico,2007,6.21439994982588
subyacente,inicial del dividendo demográfico,2008,10.5458043040967
subyacente,inicial del dividendo demográfico,2009,4.53017659132794
subyacente,inicial del dividendo demográfico,2010,4.45332537462221
subyacente,inicial del dividendo demográfico,2011,5.8114920902269
subyacente,inicial del dividendo demográfico,2012,5.01827254237434
subyacente,inicial del dividendo demográfico,2013,4.82462314269542
subyacente,inicial del dividendo demográfico,2014,4.07392957476224
subyacente,inicial del dividendo demográfico,2015,3.06203169580559
subyacente,inicial del dividendo demográfico,2016,3.21988689395718
subyacente,inicial del dividendo demográfico,2017,3.32817337461301
subyacente,inicial del dividendo demográfico,2018,3.75186186704512
subyacente,inicial del dividendo demográfico,2019,2.76769231124719
subyacente,inicial del dividendo demográfico,2020,3.08899527136708
subyacente,Asia oriental y el Pacífico,1960,
subyacente,Asia oriental y el Pacífico,1961,
subyacente,Asia oriental y el Pacífico,1962,
subyacente,Asia oriental y el Pacífico,1963,
subyacente,Asia oriental y el Pacífico,1964,
subyacente,Asia oriental y el Pacífico,1965,
subyacente,Asia oriental y el Pacífico,1966,
subyacente,Asia oriental y el Pacífico,1967,
subyacente,Asia oriental y el Pacífico,1968,
subyacente,Asia oriental y el Pacífico,1969,
subyacente,Asia oriental y el Pacífico,1970,
subyacente,Asia oriental y el Pacífico,1971,
subyacente,Asia oriental y el Pacífico,1972,
subyacente,Asia oriental y el Pacífico,1973,
subyacente,Asia oriental y el Pacífico,1974,
subyacente,Asia oriental y el Pacífico,1975,
subyacente,Asia oriental y el Pacífico,1976,
subyacente,Asia oriental y el Pacífico,1977,
subyacente,Asia oriental y el Pacífico,1978,
subyacente,Asia oriental y el Pacífico,1979,
subyacente,Asia oriental y el Pacífico,1980,
subyacente,Asia oriental y el Pacífico,1981,
subyacente,Asia oriental y el Pacífico,1982,
subyacente,Asia oriental y el Pacífico,1983,
subyacente,Asia oriental y el Pacífico,1984,
subyacente,Asia oriental y el Pacífico,1985,
subyacente,Asia oriental y el Pacífico,1986,
subyacente,Asia oriental y el Pacífico,1987,4.68598778792498
subyacente,Asia oriental y el Pacífico,1988,7.88732394366182
subyacente,Asia oriental y el Pacífico,1989,6.41553963494968
subyacente,Asia oriental y el Pacífico,1990,7.81919144730541
subyacente,Asia oriental y el Pacífico,1991,6.49734555984544
subyacente,Asia oriental y el Pacífico,1992,6.2126786445748
subyacente,Asia oriental y el Pacífico,1993,4.88760839645886
subyacente,Asia oriental y el Pacífico,1994,5.64990893945513
subyacente,Asia oriental y el Pacífico,1995,4.62776659959758
subyacente,Asia oriental y el Pacífico,1996,5.52480986015133
subyacente,Asia oriental y el Pacífico,1997,3.72765760183634
subyacente,Asia oriental y el Pacífico,1998,5.49101180380942
subyacente,Asia oriental y el Pacífico,1999,1.98382427234186
subyacente,Asia oriental y el Pacífico,2000,1.59196917460974
subyacente,Asia oriental y el Pacífico,2001,3.57755452095076
subyacente,Asia oriental y el Pacífico,2002,2.32033005955402
subyacente,Asia oriental y el Pacífico,2003,2.28915662650606
subyacente,Asia oriental y el Pacífico,2004,3.23751394003323
subyacente,Asia oriental y el Pacífico,2005,3.03702332617015
subyacente,Asia oriental y el Pacífico,2006,3.93616259929866
subyacente,Asia oriental y el Pacífico,2007,3.76400259181598
subyacente,Asia oriental y el Pacífico,2008,8.34208634920955
subyacente,Asia oriental y el Pacífico,2009,1.6217301400345
subyacente,Asia oriental y el Pacífico,2010,3.05725305598399
subyacente,Asia oriental y el Pacífico,2011,5.02146014620726
subyacente,Asia oriental y el Pacífico,2012,2.97381206077555
subyacente,Asia oriental y el Pacífico,2013,2.58268766141797
subyacente,Asia oriental y el Pacífico,2014,2.51087633253703
subyacente,Asia oriental y el Pacífico,2015,0.789517890139427
subyacente,Asia oriental y el Pacífico,2016,1.27699094497328
subyacente,Asia oriental y el Pacífico,2017,1.80034222468628
subyacente,Asia oriental y el Pacífico,2018,2.31260343301557
subyacente,Asia oriental y el Pacífico,2019,1.63485544012242
subyacente,Asia oriental y el Pacífico,2020,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1960,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1961,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1962,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1963,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1964,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1965,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1966,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1967,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1968,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1969,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1970,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1971,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1972,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1973,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1974,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1975,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1976,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1977,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1978,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1979,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1980,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1981,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1982,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1983,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1984,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1985,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1986,
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1987,5.17488127323859
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1988,9.34212688547206
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1989,6.46256171146446
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1990,8.19137132040974
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1991,6.96568127760758
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1992,7.52351717022744
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1993,5.73690583357398
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1994,7.65824302019538
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1995,5.81818181818193
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1996,7.31348259330352
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1997,5.60802843389853
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1998,8.6148315364729
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),1999,4.29072851723815
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2000,2.15851810619412
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2001,4.27267024465106
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2002,3.22508361481579
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2003,3.70369797528479
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2004,4.22949770219266
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2005,5.44481213092114
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2006,4.86632048837462
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2007,4.81676767378831
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2008,10.2266645473148
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2009,4.21903052064627
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2010,3.68901229670766
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2011,5.29573185230289
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2012,3.02696391124798
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2013,2.91354193604
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2014,3.14299050879107
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2015,1.22127006080706
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2016,1.91731090233375
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2017,2.8909246921058
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2018,2.82815565792792
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2019,2.62139939051308
subyacente,Asia oriental y el Pacífico (excluido altos ingresos),2020,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1960,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1961,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1962,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1963,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1964,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1965,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1966,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1967,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1968,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1969,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1970,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1971,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1972,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1973,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1974,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1975,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1976,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1977,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1978,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1979,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1980,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1981,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1982,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1983,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1984,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1985,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1986,
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1987,5.17488127323859
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1988,9.34212688547206
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1989,6.46256171146446
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1990,8.19137132040974
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1991,6.96568127760758
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1992,7.52351717022744
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1993,5.73690583357398
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1994,7.65824302019538
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1995,5.81818181818193
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1996,7.31348259330352
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1997,5.60802843389853
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1998,8.6148315364729
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),1999,4.29072851723815
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2000,2.15851810619412
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2001,4.27267024465106
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2002,2.97392794602174
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2003,3.23464817293924
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2004,4.53421374129695
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2005,4.54036919634533
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2006,4.63747436011765
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2007,4.81023704342911
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2008,10.3368260300685
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2009,3.67503305540298
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2010,3.61196234430299
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2011,5.15900497684396
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2012,3.02696391124798
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2013,2.92807104794524
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2014,3.37040697371657
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2015,1.0851553522521
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2016,1.7571115890829
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2017,2.87205620900761
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2018,2.82815565792792
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2019,2.62139939051308
subyacente,Asia oriental y el Pacífico (BIRF y la AIF),2020,
subyacente,Zona del Euro,1960,1.74118045584826
subyacente,Zona del Euro,1961,1.87084961406322
subyacente,Zona del Euro,1962,2.7526721326845
subyacente,Zona del Euro,1963,2.92164166264775
subyacente,Zona del Euro,1964,3.65673101579695
subyacente,Zona del Euro,1965,3.66647708569614
subyacente,Zona del Euro,1966,3.43236917511692
subyacente,Zona del Euro,1967,2.98754606695162
subyacente,Zona del Euro,1968,3.24282812207261
subyacente,Zona del Euro,1969,2.64806961420546
subyacente,Zona del Euro,1970,4.1406484002702
subyacente,Zona del Euro,1971,5.01631927705811
subyacente,Zona del Euro,1972,5.90625351724102
subyacente,Zona del Euro,1973,7.91554304509174
subyacente,Zona del Euro,1974,14.6648478944192
subyacente,Zona del Euro,1975,12.2270629206872
subyacente,Zona del Euro,1976,9.71142110935913
subyacente,Zona del Euro,1977,9.76746473607034
subyacente,Zona del Euro,1978,7.57371223949732
subyacente,Zona del Euro,1979,8.46533490414879
subyacente,Zona del Euro,1980,13.54006971278
subyacente,Zona del Euro,1981,11.5097558377123
subyacente,Zona del Euro,1982,9.58492764677443
subyacente,Zona del Euro,1983,8.66927159808515
subyacente,Zona del Euro,1984,7.06765638328174
subyacente,Zona del Euro,1985,5.19562195429434
subyacente,Zona del Euro,1986,2.53852591781416
subyacente,Zona del Euro,1987,3.15940764053431
subyacente,Zona del Euro,1988,2.70081527508111
subyacente,Zona del Euro,1989,3.76548048283393
subyacente,Zona del Euro,1990,3.44831217961809
subyacente,Zona del Euro,1991,4.04703681637387
subyacente,Zona del Euro,1992,5.1637846538906
subyacente,Zona del Euro,1993,4.56907088464655
subyacente,Zona del Euro,1994,4.12992181638256
subyacente,Zona del Euro,1995,4.22281614099486
subyacente,Zona del Euro,1996,2.97892486481268
subyacente,Zona del Euro,1997,2.1092456273948
subyacente,Zona del Euro,1998,2.22770732654317
subyacente,Zona del Euro,1999,1.66345995007714
subyacente,Zona del Euro,2000,2.85303039287156
subyacente,Zona del Euro,2001,2.78516542713555
subyacente,Zona del Euro,2002,2.46532319171164
subyacente,Zona del Euro,2003,2.09847219146922
subyacente,Zona del Euro,2004,2.22567916428892
subyacente,Zona del Euro,2005,2.48769665164086
subyacente,Zona del Euro,2006,2.66631494577072
subyacente,Zona del Euro,2007,2.45396528138739
subyacente,Zona del Euro,2008,4.07566076368221
subyacente,Zona del Euro,2009,0.368041997888919
subyacente,Zona del Euro,2010,1.52551602118248
subyacente,Zona del Euro,2011,3.28944939564212
subyacente,Zona del Euro,2012,2.48567562177017
subyacente,Zona del Euro,2013,1.21999342274305
subyacente,Zona del Euro,2014,0.241047429826773
subyacente,Zona del Euro,2015,0.0375143805125363
subyacente,Zona del Euro,2016,0.183334861123848
subyacente,Zona del Euro,2017,1.3814587140721
subyacente,Zona del Euro,2018,1.70349794744475
subyacente,Zona del Euro,2019,1.4456670146976
subyacente,Zona del Euro,2020,0.290554555653313
subyacente,Europa y Asia central,1960,
subyacente,Europa y Asia central,1961,
subyacente,Europa y Asia central,1962,
subyacente,Europa y Asia central,1963,
subyacente,Europa y Asia central,1964,
